Incident_year,Incident_month,State,Latitude,Longitude,Victim_injury,Provoked_unprovoked,Victim_activity,Shark_common_name,Victim_gender
1986,10,WA,-12.15,96.81666667,uninjured,unprovoked,Diving/Snorkelling,tiger shark,male
1987,1,QLD,-14.66666667,145.45,injured,unprovoked,Surfing/Boarding,tiger shark,male
1987,1,QLD,-13.91666667,146.6166667,injured,provoked,Swimming,whitetip reef shark,female
1987,2,NSW,-32.16666667,152.5166667,injured,provoked,Surfing/Boarding,wobbegong,female
1987,2,VIC,-38.46666667,144.8833333,fatal,unprovoked,Fishing,white shark,male
1987,3,WA,-33.88333333,121.8166667,injured,unprovoked,Other,white shark,male
1987,4,WA,-32.16666667,115.65,injured,unprovoked,Kayaking/Paddling,wobbegong,male
1987,9,SA,-34.91666667,138.5833333,fatal,unprovoked,Diving/Snorkelling,white shark,male
1987,10,NT,-14.16666667,132.1833333,injured,unprovoked,Kayaking/Paddling,bull shark,female
1987,12,QLD,-14.66666667,145.45,uninjured,provoked,Surfing/Boarding,hammerhead shark ,male
1988,7,NSW,-33.26666667,151.5666667,injured,unprovoked,Surfing/Boarding,white shark,female
1988,10,SA,-34.91666667,138.5833333,injured,unprovoked,Diving/Snorkelling,white shark,male
1988,10,QLD,-23.9,152.3833333,uninjured,provoked,Fishing,tiger shark,male
1988,10,VIC,-38.5,145.2666667,injured,unprovoked,Kayaking/Paddling,white shark,male
1988,11,QLD,-23.11666667,150.7333333,fatal,unprovoked,Spearfishing,tiger shark,male
1988,11,QLD,-23.11666667,150.7333333,fatal,unprovoked,Swimming,tiger shark,male
1989,1,NSW,-33.86666667,151.2,injured,provoked,Other,wobbegong,male
1989,1,VIC,-38.5,145.2666667,uninjured,unprovoked,Fishing,white shark,male
1989,1,WA,-32,115.5166667,injured,unprovoked,Swimming,wobbegong,male
1989,1,NSW,-28.88333333,153.55,injured,unprovoked,Surfing/Boarding,white shark,male
1989,3,WA,-17.96666667,122.2333333,uninjured,provoked,Fishing,tiger shark,male
1989,3,QLD,-10.11666667,142.1333333,injured,provoked,Swimming,whaler shark,male
1989,3,SA,-35.63333333,138.4833333,fatal,unprovoked,Surfing/Boarding,white shark,male
1989,8,NSW,-28.78333333,153.5833333,uninjured,unprovoked,Surfing/Boarding,white shark,male
1989,10,TAS,-41.43333333,148.2666667,uninjured,unprovoked,Swimming,white shark,male
1989,10,NT,-14.16666667,132.1833333,injured,unprovoked,Surfing/Boarding,bull shark,female
1989,11,VIC,-38.53333333,145.4666667,injured,unprovoked,Spearfishing,white shark,male
1989,11,QLD,-28.03333333,153.4,injured,unprovoked,Surfing/Boarding,bull shark,male
1989,12,WA,-16.38333333,122.9166667,injured,unprovoked,Surfing/Boarding,wobbegong,male
1989,12,NT,-12.28333333,136.8166667,injured,provoked,Fishing,tiger shark,male
1990,4,QLD,-28.15,153.5333333,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
1990,4,NSW,-28.18333333,153.55,uninjured,unprovoked,Swimming,white shark,male
1990,4,QLD,-19.16666667,148.3833333,fatal,provoked,Swimming,tiger shark,male
1990,5,QLD,-16.21666667,145.8833333,injured,provoked,Surfing/Boarding,hammerhead shark ,female
1990,5,QLD,-16.21666667,145.8833333,injured,provoked,Kayaking/Paddling,hammerhead shark ,male
1990,9,QLD,-25.9,153.0833333,injured,unprovoked,Surfing/Boarding,wobbegong,male
1990,10,QLD,-28.03333333,153.4,injured,unprovoked,Swimming,bull shark,male
1990,10,SA,-35.51666667,138.7666667,injured,unprovoked,Surfing/Boarding,white shark,male
1990,11,QLD,-28,153.4166667,injured,unprovoked,Surfing/Boarding,bull shark,male
1991,1,QLD,-23.83333333,151.25,injured,unprovoked,Diving/Snorkelling,Unknown,male
1991,1,VIC,-38.26666667,144.65,uninjured,provoked,Surfing/Boarding,bronze whaler shark,male
1991,1,NSW,-33.51666667,151.3666667,uninjured,unprovoked,Fishing,dusky shark,male
1991,1,QLD,-28.03333333,153.4,injured,unprovoked,Surfing/Boarding,bull shark,male
1991,3,NSW,-34.56666667,150.8666667,injured,provoked,Kayaking/Paddling,grey nurse shark,male
1991,9,SA,-35.28333333,138.4333333,fatal,unprovoked,Swimming,white shark,male
1991,11,WA,-32.51666667,115.7,injured,unprovoked,Other,white shark,male
1992,1,QLD,-28.16666667,153.5333333,injured,unprovoked,Swimming,white shark,male
1992,2,QLD,-24.86666667,152.35,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
1992,3,QLD,-27.98333333,153.3333333,uninjured,provoked,Kayaking/Paddling,bull shark,male
1992,3,VIC,-38.28333333,144.6,injured,unprovoked,Surfing/Boarding,white shark,male
1992,8,SA,-34.25,135.1666667,injured,unprovoked,Surfing/Boarding,white shark,male
1992,10,QLD,-27.08333333,153.4,fatal,unprovoked,Surfing/Boarding,white shark,male
1993,1,QLD,-20.05,148.8833333,injured,provoked,Swimming,whitetip reef shark,male
1993,4,TAS,-40.93333333,146.9833333,uninjured,provoked,Surfing/Boarding,white shark,male
1993,4,SA,-34.21666667,138.0166667,injured,provoked,Surfing/Boarding,white shark,male
1993,6,TAS,-40.93333333,146.9833333,fatal,unprovoked,Surfing/Boarding,white shark,female
1993,6,NSW,-28.63333333,153.6166667,fatal,unprovoked,Spearfishing,white shark,male
1993,11,WA,-17.96666667,122.2333333,fatal,provoked,Surfing/Boarding,tiger shark,male
1993,12,QLD,-23.36666667,150.5,uninjured,unprovoked,Surfing/Boarding,whaler shark,male
1994,1,QLD,-27.53333333,153.8333333,injured,unprovoked,Surfing/Boarding,bull shark,male
1994,1,QLD,-27.98333333,153.4166667,injured,unprovoked,Swimming,bull shark,male
1994,2,SA,-37.31666667,139.8333333,injured,provoked,Surfing/Boarding,wobbegong,male
1994,4,QLD,-27.93333333,153.4166667,injured,unprovoked,Surfing/Boarding,whaler shark,female
1994,11,VIC,-38.46666667,144.8833333,injured,provoked,Wading,wobbegong,male
1995,2,VIC,-38.51666667,145.0833333,uninjured,provoked,Surfing/Boarding,sevengill shark,male
1995,2,SA,-35.53333333,138.6666667,injured,unprovoked,Swimming,wobbegong,male
1995,3,SA,-32.08333333,132.9666667,injured,unprovoked,Surfing/Boarding,white shark,male
1995,3,NSW,-33.85,151.2333333,uninjured,unprovoked,Diving/Snorkelling,bull shark,female
1995,4,NSW,-37.05,149.9,injured,unprovoked,Fishing,wobbegong,male
1995,5,WA,-24.83333333,113.1333333,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
1995,9,WA,-33.88333333,120.6833333,fatal,unprovoked,Surfing/Boarding,white shark,male
1995,10,QLD,-25,152.8333333,injured,unprovoked,Diving/Snorkelling,tiger shark,female
1995,11,NSW,-29.53333333,153.3333333,injured,provoked,Other,bull shark,male
1995,11,QLD,-23.16666667,150.95,injured,unprovoked,Surfing/Boarding,tiger shark,male
1995,12,NSW,-33.55,151.2666667,injured,unprovoked,Swimming,bull shark,male
1996,1,QLD,-27.85,153.4,injured,unprovoked,Surfing/Boarding,bull shark,female
1996,1,WA,-35.05,117.6833333,injured,provoked,Surfing/Boarding,wobbegong,male
1996,2,NSW,-33.86666667,151.2,injured,unprovoked,Swimming,bull shark,male
1996,2,NSW,-31.51666667,159.05,injured,provoked,Swimming,galapagos shark,male
1996,3,QLD,-23.43333333,151.9,injured,unprovoked,Swimming,whaler shark,female
1996,4,NSW,-33.66666667,151.3,injured,unprovoked,Kayaking/Paddling,wobbegong,female
1996,4,NSW,-33.66666667,151.3,injured,unprovoked,Surfing/Boarding,wobbegong,male
1996,6,VIC,-38.41666667,145.0666667,uninjured,unprovoked,Surfing/Boarding,white shark,male
1996,9,WA,-32,115.5166667,injured,unprovoked,Wading,wobbegong,male
1996,12,VIC,-38.41666667,144.1833333,injured,unprovoked,Swimming,wobbegong,female
1996,12,QLD,-26.5,153,injured,unprovoked,Surfing/Boarding,wobbegong,female
1997,1,QLD,-20.25,148.9666667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1997,1,QLD,-28.15,153.5333333,injured,unprovoked,Surfing/Boarding,bull shark,male
1997,1,VIC,-38.51666667,145.0833333,uninjured,unprovoked,Kayaking/Paddling,white shark,male
1997,2,QLD,-20.26666667,148.9,injured,unprovoked,Swimming,grey reef shark,male
1997,2,QLD,-27.98333333,153.3333333,injured,unprovoked,Swimming,bull shark,female
1997,2,NSW,-33.86666667,151.2,uninjured,unprovoked,Surfing/Boarding,bull shark,female
1997,7,QLD,-26.65,153.1,injured,unprovoked,Swimming,tiger shark,male
1997,10,WA,-31.98333333,115.75,injured,unprovoked,Swimming,white shark,male
1997,11,VIC,-38.28333333,144.45,uninjured,unprovoked,Swimming,white shark,male
1997,11,WA,-35.13333333,117.95,injured,unprovoked,Swimming,white shark,male
1997,12,WA,-33.98333333,114.9833333,injured,unprovoked,Spearfishing,wobbegong,male
1997,12,NSW,-29.1,153.4333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
1997,12,QLD,-20.11666667,148.9166667,injured,unprovoked,Swimming,bull shark,male
1998,1,WA,-34.21666667,115.0166667,injured,provoked,Diving/Snorkelling,wobbegong,male
1998,1,QLD,-18.66666667,146.5,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
1998,1,SA,-35.5,138.7,injured,unprovoked,Surfing/Boarding,wobbegong,male
1998,6,SA,-35.31666667,136.1,fatal,unprovoked,Swimming,white shark,male
1998,9,NSW,-35.03333333,150.7166667,injured,unprovoked,Surfing/Boarding,wobbegong,male
1998,10,QLD,-26.5,153,injured,provoked,Fishing,wobbegong,male
1998,12,SA,-35.5,138.7,injured,unprovoked,Kayaking/Paddling,wobbegong,female
1998,12,NSW,-33.95,151.15,injured,provoked,Fishing,whaler shark,male
1999,2,NSW,-30.56666667,152.9833333,injured,unprovoked,Kayaking/Paddling,white shark,male
1999,5,SA,-34.88333333,137.45,fatal,unprovoked,Surfing/Boarding,white shark,male
1999,10,QLD,-27.38333333,153.4333333,injured,provoked,Diving/Snorkelling,wobbegong,male
1999,12,NSW,-32.21666667,152.6,uninjured,unprovoked,Wading,bronze whaler shark,male
1999,12,WA,-31.88333333,115.75,uninjured,provoked,Surfing/Boarding,white shark,male
2000,2,NSW,-34.03333333,151.15,uninjured,unprovoked,Kayaking/Paddling,white shark,male
2000,2,SA,-32.08333333,132.9833333,injured,unprovoked,Other,white shark,male
2000,2,WA,-31.81666667,115.7333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
2000,3,QLD,-27.96666667,153.4166667,injured,unprovoked,Surfing/Boarding,white shark,male
2000,3,WA,-31.95,115.0666667,injured,unprovoked,Diving/Snorkelling,white shark,male
2000,3,NSW,-33.48333333,151.4166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2000,3,NSW,-33.86666667,151.2,injured,unprovoked,Swimming,bull shark,male
2000,3,NSW,-33.86666667,151.2,uninjured,unprovoked,Spearfishing,bull shark,male
2000,4,NSW,-33.93333333,151.25,uninjured,unprovoked,Surfing/Boarding,whaler shark,male
2000,4,WA,-31.98333333,115.75,injured,provoked,Other,wobbegong,female
2000,9,SA,-33.61666667,134.8166667,fatal,unprovoked,Wading,white shark,male
2000,9,SA,-32.08333333,132.9666667,fatal,unprovoked,Swimming,white shark,male
2000,11,QLD,-18.66666667,146.5,uninjured,provoked,Wading,tiger shark,male
2000,11,WA,-31.98333333,115.75,injured,unprovoked,Surfing/Boarding,white shark,male
2000,11,NSW,-34.63333333,150.3833333,uninjured,unprovoked,Swimming,white shark,male
2000,11,SA,-33.18333333,134.65,uninjured,provoked,Other,white shark,male
2000,11,WA,-31.98333333,115.75,fatal,unprovoked,Other,white shark,male
2000,12,QLD,-23.43333333,151.9,injured,provoked,Surfing/Boarding,whaler shark,male
2000,12,QLD,-19.25,146.8166667,injured,unprovoked,Diving/Snorkelling,wobbegong,male
2001,1,QLD,-26.38333333,153.0833333,uninjured,unprovoked,Swimming,tiger shark,male
2001,1,NSW,-30.88333333,153.05,uninjured,unprovoked,Other,white shark,male
2001,2,NSW,-29.6,153.3333333,injured,unprovoked,Wading,tiger shark,male
2001,3,WA,-33.96666667,114.9833333,injured,unprovoked,Surfing/Boarding,wobbegong,male
2001,4,NSW,-30.63333333,153.0166667,injured,unprovoked,Diving/Snorkelling,wobbegong,male
2001,4,NSW,-33.9,151.2666667,injured,provoked,Surfing/Boarding,wobbegong,male
2001,5,NSW,-33.23333333,151.5333333,injured,unprovoked,Surfing/Boarding,white shark,male
2001,10,QLD,-27.28333333,153.4166667,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
2001,10,QLD,-16.91666667,149.25,injured,provoked,Spearfishing,silvertip shark,female
2001,11,NSW,-28.81666667,153.5333333,injured,unprovoked,Diving/Snorkelling,white shark,male
2001,12,NSW,-29.43333333,153.35,injured,unprovoked,Swimming,wobbegong,male
2001,12,WA,-33.63333333,115,uninjured,unprovoked,Wading,white shark,male
2001,12,WA,-34.25,115.0166667,uninjured,provoked,Fishing,white shark,male
2002,1,WA,-33.3,115.6833333,injured,unprovoked,Surfing/Boarding,shortfin mako shark,male
2002,1,NSW,-32.73333333,152.1833333,injured,unprovoked,Wading,bull shark,male
2002,2,QLD,-26.36666667,153.0833333,injured,unprovoked,Swimming,whaler shark,male
2002,2,NSW,-33.86666667,151.2,uninjured,unprovoked,Surfing/Boarding,bull shark,male
2002,4,NSW,-30.28333333,153.1333333,uninjured,provoked,Diving/Snorkelling,bull shark,male
2002,4,SA,-32.38422037,133.9255802,fatal,provoked,Diving/Snorkelling,white shark,male
2002,4,NSW,-32.93333333,151.75,injured,unprovoked,Surfing/Boarding,wobbegong,male
2002,8,WA,-31.96666667,115.75,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2002,12,QLD,-16.66666667,145.9333333,injured,provoked,Fishing,hammerhead shark ,female
2002,12,NSW,-33.78333333,151.2833333,injured,unprovoked,Diving/Snorkelling,wobbegong,male
2002,12,QLD,-28.05,153.4166667,fatal,unprovoked,Surfing/Boarding,bull shark,male
2003,1,NSW,-33.91666667,151.25,injured,unprovoked,Swimming,wobbegong,male
2003,1,SA,-33.86666667,135.1666667,uninjured,unprovoked,Surfing/Boarding,white shark,female
2003,2,SA,-35.51666667,138.7666667,injured,unprovoked,Surfing/Boarding,wobbegong,male
2003,2,QLD,-28.1,153.1,fatal,unprovoked,Fishing,bull shark,male
2003,3,NSW,-29.41666667,153.35,injured,unprovoked,Swimming,whaler shark,male
2003,3,WA,-32.53333333,115.7166667,injured,provoked,Fishing,wobbegong,male
2003,7,NT,-12.18333333,136.7666667,uninjured,unprovoked,Swimming,tiger shark,male
2003,10,NSW,-30.28333333,153.1333333,injured,unprovoked,Swimming,wobbegong,male
2003,10,NSW,-32.43333333,152.5166667,injured,unprovoked,Surfing/Boarding,wobbegong,male
2003,11,WA,-33.63333333,114.9833333,injured,provoked,Surfing/Boarding,wobbegong,male
2003,11,WA,-33.96666667,114.9833333,injured,provoked,Surfing/Boarding,wobbegong,male
2003,12,WA,-33.96666667,114.9833333,injured,provoked,Surfing/Boarding,wobbegong,male
2003,12,VIC,-38.26666667,144.5333333,uninjured,unprovoked,Surfing/Boarding,whaler shark,male
2004,1,WA,-33.98333333,114.9833333,injured,unprovoked,Swimming,wobbegong,male
2004,1,NSW,-34.56666667,150.8666667,uninjured,unprovoked,Swimming,whaler shark,male
2004,1,NSW,-30.56666667,152.9833333,injured,unprovoked,Fishing,wobbegong,male
2004,1,NSW,-30.63333333,153.0166667,injured,unprovoked,Surfing/Boarding,wobbegong,female
2004,1,WA,-33.13333333,115.6833333,injured,provoked,Swimming,white shark,male
2004,2,VIC,-38.36666667,144.75,uninjured,provoked,Surfing/Boarding,white shark,male
2004,2,NSW,-33.1,151.65,injured,provoked,Diving/Snorkelling,blind shark,male
2004,2,WA,-31.85,115.75,injured,unprovoked,Swimming,wobbegong,female
2004,2,WA,-31.85,115.75,injured,unprovoked,Swimming,wobbegong,male
2004,3,WA,-30.25,115.0166667,injured,provoked,Swimming,bronze whaler shark,male
2004,4,NSW,-32.2,152.55,injured,unprovoked,Surfing/Boarding,wobbegong,male
2004,4,WA,-33.96666667,114.9833333,injured,unprovoked,Swimming,wobbegong,male
2004,6,WA,-31.91666667,115.75,uninjured,provoked,Swimming,white shark,male
2004,6,WA,-33.33333333,115.6333333,injured,unprovoked,Diving/Snorkelling,white shark,male
2004,7,WA,-31.98333333,115.5333333,injured,unprovoked,Swimming,wobbegong,male
2004,7,WA,-33.85,114.9833333,fatal,unprovoked,Surfing/Boarding,white shark,male
2004,8,NSW,-28.63333333,153.6166667,injured,provoked,Wading,grey nurse shark,male
2004,8,VIC,-38.46666667,145.0166667,uninjured,unprovoked,Swimming,white shark,male
2004,9,QLD,-16.4,145.7666667,uninjured,provoked,Wading,tiger shark,male
2004,10,NSW,-32.85,151.8333333,injured,unprovoked,Surfing/Boarding,white shark,male
2004,11,NSW,-32.01666667,152.5333333,injured,unprovoked,Spearfishing,wobbegong,male
2004,12,QLD,-16.21666667,145.8833333,fatal,provoked,Spearfishing,tiger shark,male
2004,12,SA,-34.9,137,fatal,unprovoked,Surfing/Boarding,white shark,male
2005,1,VIC,-37.98333333,145.0166667,uninjured,provoked,Wading,white shark,male
2005,2,QLD,-27.55,152.8166667,injured,unprovoked,Swimming,bull shark,male
2005,3,NSW,-33.38333333,151.4833333,uninjured,unprovoked,Spearfishing,white shark,male
2005,3,WA,-28.71666667,113.7833333,fatal,unprovoked,Surfing/Boarding,white shark,male
2005,4,NT,-12.11666667,136.8,injured,provoked,Diving/Snorkelling,whaler shark,male
2005,4,NSW,-33.9,151.2666667,uninjured,unprovoked,Swimming,white shark,male
2005,5,QLD,-19.35,147.3666667,injured,provoked,Swimming,blacktip reef shark,male
2005,8,SA,-34.96666667,138.5,fatal,unprovoked,Swimming,white shark,male
2005,9,NSW,-30.88333333,153.0833333,uninjured,unprovoked,Swimming,tiger shark,male
2005,9,NSW,-30.3,153.1333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
2005,9,WA,-31.88333333,115.75,uninjured,unprovoked,Other,white shark,male
2005,9,SA,-35.08333333,137.5333333,injured,unprovoked,Swimming,white shark,male
2005,9,SA,-34.83333333,135.6833333,injured,unprovoked,Surfing/Boarding,white shark,male
2005,11,VIC,-38.46666667,145.0166667,injured,unprovoked,Swimming,white shark,male
2005,11,QLD,-27.18333333,153.4,uninjured,unprovoked,Swimming,bronze whaler shark,male
2005,12,QLD,-16.48333333,145.45,injured,provoked,Swimming,whitetip reef shark,male
2006,1,QLD,-27.4,153.4333333,fatal,unprovoked,Surfing/Boarding,bull shark,female
2006,1,WA,-31.93333333,115.75,injured,provoked,Kayaking/Paddling,white shark,male
2006,2,QLD,-26.8,153.1333333,injured,unprovoked,Swimming,wobbegong,male
2006,3,NSW,-33.88333333,151.2666667,uninjured,unprovoked,Swimming,whaler shark,male
2006,4,NSW,-32.91666667,151.7833333,injured,unprovoked,Swimming,wobbegong,male
2006,5,QLD,-26.68333333,153.1333333,injured,provoked,Swimming,wobbegong,male
2006,8,NSW,-33.9,151.2666667,uninjured,provoked,Surfing/Boarding,white shark,male
2006,12,WA,-33.91666667,122.5833333,injured,unprovoked,Surfing/Boarding,white shark,male
2006,12,WA,-20.36666667,116.8666667,uninjured,provoked,Swimming,grey reef shark,male
2006,12,VIC,-38.36666667,144.2666667,injured,unprovoked,Other,white shark,male
2007,1,NSW,-32.38333333,152.5166667,uninjured,unprovoked,Spearfishing,white shark,male
2007,1,NSW,-37.5,149.9666667,injured,provoked,Swimming,white shark,male
2007,2,NSW,-28.83333333,153.6,injured,unprovoked,Fishing,white shark,male
2007,3,NSW,-28.53333333,153.55,injured,unprovoked,Surfing/Boarding,white shark,female
2007,3,QLD,-24.71666667,152.2666667,injured,unprovoked,Surfing/Boarding,bull shark,female
2007,4,QLD,-16.55,139.4,injured,unprovoked,Swimming,Unknown,female
2007,5,WA,-23.13333333,113.7666667,injured,provoked,Diving/Snorkelling,whitetip reef shark,female
2007,6,NSW,-31.18333333,152.9666667,injured,unprovoked,Swimming,bull shark,male
2007,7,NSW,-33.78333333,151.2833333,injured,unprovoked,Other,wobbegong,male
2007,7,WA,-21.95,114.1166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2007,7,WA,-12.15,96.81666667,injured,provoked,Swimming,wobbegong,male
2007,10,QLD,-16.91666667,145.7666667,injured,provoked,Fishing,whaler shark,male
2007,10,NSW,-28.63333333,153.6166667,injured,unprovoked,Other,white shark,female
2007,11,NSW,-28.63333333,153.6,uninjured,unprovoked,Swimming,white shark,male
2007,12,NSW,-33.9495,151.2437,injured,unprovoked,Other,wobbegong,male
2007,12,QLD,-27.93333333,153.4166667,injured,unprovoked,Spearfishing,whaler shark,male
2007,12,NSW,-32.68333333,152.1833333,injured,unprovoked,Kayaking/Paddling,white shark,male
2008,1,TAS,-41,147.1333333,uninjured,unprovoked,Wading,white shark,male
2008,1,NSW,-28.18333333,153.5666667,injured,unprovoked,Surfing/Boarding,wobbegong,male
2008,1,WA,-31.98333333,115.5333333,injured,unprovoked,Wading,wobbegong,male
2008,2,VIC,-38.83333333,146.1666667,injured,unprovoked,Swimming,wobbegong,female
2008,4,QLD,-28.15,153.5333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
2008,4,NSW,-28.86666667,153.5666667,fatal,unprovoked,Diving/Snorkelling,bull shark,male
2008,4,WA,-33.63333333,115,injured,provoked,Swimming,wobbegong,female
2008,5,WA,-35.01666667,117.9166667,injured,unprovoked,Swimming,white shark,male
2008,7,VIC,-38.38333333,142.4833333,uninjured,unprovoked,Swimming,white shark,male
2008,8,NSW,-28.63333333,153.6166667,uninjured,unprovoked,Kayaking/Paddling,white shark,male
2008,9,NSW,-28.63333333,153.6166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2008,12,NSW,-32.43333333,152.5166667,uninjured,unprovoked,Swimming,whaler shark,male
2008,12,WA,-32.35,115.7166667,fatal,provoked,Surfing/Boarding,white shark,male
2008,12,NSW,-33.73333333,151.3166667,uninjured,provoked,Other,white shark,male
2009,1,NSW,-34.53333333,150.8666667,injured,provoked,Surfing/Boarding,dusky shark,male
2009,1,QLD,-13.91666667,146.6166667,injured,provoked,Swimming,grey reef shark,male
2009,1,NSW,-28.18333333,153.55,injured,unprovoked,Diving/Snorkelling,white shark,male
2009,1,TAS,-41.23333333,148.3,injured,unprovoked,Spearfishing,white shark,female
2009,1,NSW,-35.76,150.2053,injured,unprovoked,Wading,unknown,male
2009,2,NSW,-31.45,152.9166667,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2009,2,NSW,-33.85,151.2166667,injured,unprovoked,Surfing/Boarding,bull shark,male
2009,2,NSW,-29.76666667,153.2833333,uninjured,unprovoked,Swimming,white shark,male
2009,2,NSW,-33.88333333,151.2666667,injured,unprovoked,Other,white shark,male
2009,2,NSW,-32.38333333,152.5166667,uninjured,unprovoked,Swimming,white shark,male
2009,3,NSW,-33.63333333,151.3166667,injured,unprovoked,Swimming,white shark,male
2009,3,NSW,-35.85,150.1666667,uninjured,unprovoked,Surfing/Boarding,whaler shark,female
2009,3,NSW,-33.93333333,151.25,injured,unprovoked,Swimming,wobbegong,male
2009,3,WA,-32.5,115.7,injured,unprovoked,Swimming,white shark,male
2009,3,WA,-31.98333333,115.5333333,injured,provoked,Kayaking/Paddling,wobbegong,male
2009,4,NSW,-32.73333333,152.1833333,uninjured,unprovoked,Wading,bull shark,male
2009,6,NSW,-34.66666667,150.85,injured,unprovoked,Swimming,wobbegong,male
2009,7,NSW,-28.63333333,153.6166667,injured,unprovoked,Other,whaler shark,male
2009,8,WA,-32,115.45,uninjured,provoked,Surfing/Boarding,white shark,male
2009,9,WA,-12.15,96.81666667,injured,unprovoked,Spearfishing,whaler shark,male
2009,10,VIC,-38.33333333,141.6,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2009,10,NSW,-28.78333333,153.5833333,uninjured,unprovoked,Surfing/Boarding,white shark,female
2009,11,SA,-35.5,138.2333333,injured,provoked,Swimming,white shark,male
2009,12,QLD,-23.43333333,151.9,injured,provoked,Swimming,whaler shark,male
2009,12,NSW,-33.45,151.4333333,injured,provoked,Other,wobbegong,male
2009,12,NSW,-26.067,113.567,injured,unprovoked,Surfing/Boarding,white shark,male
2009,12,NSW,-29.1,153.4333333,injured,unprovoked,Surfing/Boarding,white shark,male
2009,12,NSW,-32.16666667,152.5,uninjured,unprovoked,Kayaking/Paddling,white shark,male
2010,1,QLD,-24.8,152.45,uninjured,unprovoked,Surfing/Boarding,white shark,male
2010,1,VIC,-38.28333333,144.4333333,injured,unprovoked,Spearfishing,white shark,male
2010,1,QLD,-10.56666667,142.2166667,injured,unprovoked,Surfing/Boarding,whitetip reef shark,female
2010,2,NSW,-29.41666667,153.3666667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2010,2,QLD,-20.35,148.9333333,injured,unprovoked,Wading,bull shark,female
2010,2,NSW,-33.66666667,151.3,injured,unprovoked,Other,wobbegong,male
2010,5,NSW,-31.3,152.9666667,injured,unprovoked,Surfing/Boarding,bull shark,male
2010,6,WA,-35.03333333,116.8333333,injured,unprovoked,Surfing/Boarding,white shark,male
2010,8,NSW,-31.18333333,152.9666667,injured,unprovoked,Surfing/Boarding,white shark,male
2010,8,WA,-33.85,114.9666667,fatal,unprovoked,Surfing/Boarding,white shark,male
2010,9,NSW,-29.4,153.3333333,injured,unprovoked,Swimming,white shark,male
2010,10,WA,-30.83333333,115.2666667,injured,unprovoked,Swimming,white shark,male
2010,10,NSW,-30.06666667,153.2,injured,unprovoked,Surfing/Boarding,wobbegong,male
2010,10,WA,-32.18333333,115.6833333,injured,unprovoked,Wading,white shark,female
2011,2,SA,-34.71666667,135.15,fatal,provoked,Surfing/Boarding,white shark,male
2011,2,WA,-21.95,114.1166667,injured,unprovoked,Kayaking/Paddling,whaler shark,male
2011,3,NSW,-32.73333333,152.1833333,injured,unprovoked,Kayaking/Paddling,white shark,female
2011,3,NSW,-31.83333333,152.7333333,injured,unprovoked,Surfing/Boarding,white shark,male
2011,4,WA,-24.48333333,113.4,injured,provoked,Surfing/Boarding,whaler shark,male
2011,5,NSW,-32.45,152.5333333,injured,provoked,Surfing/Boarding,wobbegong,female
2011,8,QLD,-18.71666667,146.5666667,fatal,unprovoked,Diving/Snorkelling,tiger shark,male
2011,9,WA,-33.53333333,115.0333333,fatal,unprovoked,Surfing/Boarding,white shark,male
2011,10,WA,-32,115.45,fatal,unprovoked,Fishing,white shark,male
2011,10,VIC,-37.88333333,144.9833333,uninjured,provoked,Surfing/Boarding,port jackson shark,male
2011,10,WA,-31.98333333,115.75,fatal,unprovoked,Spearfishing,white shark,male
2011,11,QLD,-26.46666667,153.0833333,injured,provoked,Surfing/Boarding,wobbegong,male
2011,12,NSW,-28.7,153.6,injured,unprovoked,Surfing/Boarding,white shark,male
2011,12,NSW,-33.93333333,151.25,injured,provoked,Swimming,wobbegong,male
2011,12,NSW,-29.48333333,153.35,injured,unprovoked,Wading,white shark,male
2012,1,NSW,-33.45,151.4333333,injured,unprovoked,Surfing/Boarding,white shark,male
2012,1,NSW,-28.16666667,153.55,uninjured,provoked,Swimming,tiger shark,male
2012,1,NSW,-33,151.7166667,injured,unprovoked,Surfing/Boarding,white shark,male
2012,1,WA,-23.13333333,113.7666667,injured,unprovoked,Diving/Snorkelling,tiger shark,male
2012,2,NSW,-31.98333333,152.5666667,uninjured,unprovoked,Wading,white shark,male
2012,2,NSW,-32.6,152.3166667,injured,provoked,Surfing/Boarding,wobbegong,male
2012,2,QLD,-26.75,153.1333333,uninjured,unprovoked,Wading,whaler shark,male
2012,3,QLD,-28.05,153.4333333,injured,provoked,Swimming,bull shark,male
2012,3,NSW,-33.55,151.3166667,uninjured,unprovoked,Kayaking/Paddling,Unknown,male
